Age,Workclass,Final Weight,Education,Education Number,Marital Status,Occupation,Relationship,Race,Sex,Capital Gain,Capital Loss,Hours per Week,Native Country,Class
0.438356,2,0.14455,1,0.533333,6,7,5,4,0,0,0,0.397959,0,0
0.39726,2,0.108943,2,0.4,6,8,3,0,0,0,0,0.265306,36,0
0.739726,1,0.153621,12,0.333333,1,10,2,0,1,0,0,0.071429,0,0
0.136986,2,0.017297,5,0.6,1,6,2,0,1,0,0,0.806122,0,0
0.534247,2,0.049397,1,0.533333,0,0,3,0,0,0,0,0.397959,0,0
0.643836,2,0.165837,1,0.533333,1,9,2,1,1,0,0,0.602041,15,1
0.082192,2,0.106561,5,0.6,1,1,0,0,0,0,0,0.244898,0,0
0.260274,2,0.134921,0,0.8,1,3,2,0,1,0,0,0.397959,0,1
0.30137,4,0.186595,3,0.866667,1,3,2,0,1,0,0,0.44898,0,1
0.123288,2,0.144032,1,0.533333,0,1,3,0,1,0,0,0.397959,0,0
0.191781,3,0.06532,6,0.733333,1,9,2,0,1,0,0,0.397959,0,0
0.260274,2,0.043154,0,0.8,2,0,5,0,0,0,0,0.397959,0,0
0.356164,2,0.073343,1,0.533333,1,10,2,0,1,0,0,0.397959,0,1
0.109589,2,0.062587,5,0.6,0,0,3,0,0,0,0,0.5,0,0
0.136986,2,0.03028,1,0.533333,1,7,2,0,1,0,0,0.397959,0,0
0.09589,2,0.128044,15,0.466667,0,4,3,0,1,0,0,0.397959,0,0
0.452055,1,0.107494,6,0.733333,1,11,2,0,1,0,0,0.193878,0,0
0.178082,2,0.046623,1,0.533333,1,10,2,0,1,0,0,0.397959,0,0
0.09589,2,0.014128,2,0.4,0,2,3,0,1,0,0,0.397959,0,0
0.328767,4,0.06824,3,0.866667,2,3,5,0,0,0.074301,0,0.357143,0,1
0.164384,2,0.112309,5,0.6,0,1,3,0,1,0,0,0.44898,0,0
0.191781,2,0.169556,5,0.6,1,1,2,0,1,0,0,0.397959,0,0
0.506849,2,0.106967,5,0.6,2,1,3,0,0,0,0,0.397959,16,0
0.041096,2,0.087744,2,0.4,1,4,4,0,0,0,0,0.5,0,0
0.273973,2,0.286064,1,0.533333,0,8,1,0,1,0,0,0.397959,0,0
0.150685,4,0.050482,1,0.533333,0,8,1,4,1,0,0,0.295918,0,0
0.30137,2,0.076924,1,0.533333,1,0,0,0,0,0,0,0.397959,0,1
0.39726,0,0.277732,5,0.6,0,1,3,0,0,0,0,0.397959,0,0
0.246575,2,0.009993,0,0.8,4,1,5,0,0,0,0,0.418367,0,0
0.260274,1,0.156011,5,0.6,1,4,2,0,1,1,0,0.193878,0,1
0.369863,2,0.069979,3,0.866667,1,1,2,0,1,0,0,0.397959,0,1
0.232877,5,0.007806,0,0.8,2,1,3,0,1,0,0,0.5,0,0
0.150685,1,0.121264,1,0.533333,1,4,2,0,1,0,0,0.5,0,1
0.287671,5,0.099764,10,0.933333,1,3,2,0,1,0,0,0.44898,0,1
0.246575,2,0.10252,0,0.8,1,4,2,0,1,0,0,0.520408,0,1
0.60274,2,0.128983,1,0.533333,0,0,3,0,0,0,0,0.397959,0,0
0.383562,2,0.106323,5,0.6,2,4,5,0,0,0,0,0.397959,0,0
0.260274,2,0.067906,1,0.533333,1,5,2,0,1,0,0,0.397959,0,0
0.232877,2,0.027337,1,0.533333,0,5,5,4,1,0,0,0.295918,0,0
0.136986,2,0.017704,9,0.666667,1,4,2,0,1,0,0,0.602041,0,0
0.068493,2,0.087891,12,0.333333,0,10,5,0,1,0,0,0.397959,0,0
0.123288,2,0.011254,0,0.8,0,9,3,0,0,0,0,0.397959,0,0
0.027397,2,0.110951,2,0.4,0,8,4,0,0,0,0,0.142857,0,0
0.260274,2,0.136322,1,0.533333,2,6,3,0,1,0,0,0.397959,0,0
0.465753,2,0.125111,0,0.8,2,1,3,0,1,0.140841,0,0.5,0,1
0.630137,2,0.072339,1,0.533333,1,10,2,0,1,1,0,0.397959,0,1
0.465753,2,0.054453,1,0.533333,1,0,2,0,1,0,0,0.397959,0,0
0.041096,0,0.076663,5,0.6,0,0,1,0,0,0,0,0.244898,0,0
0.342466,1,0.062275,9,0.666667,1,3,2,0,1,0,0,0.5,0,0
0.109589,2,0.028265,5,0.6,1,10,2,0,1,0,0,0.397959,0,0
0.315068,2,0.113724,9,0.666667,2,0,5,0,0,0,0,0.5,0,0
0.438356,2,0.074634,1,0.533333,0,2,1,0,1,0,0,0.806122,0,0
0.39726,2,0.119447,1,0.533333,4,7,1,4,0,0,0,0.397959,0,0
0.205479,1,0.107186,1,0.533333,4,4,3,0,1,0,0,0.5,0,0
0.150685,2,0.110686,5,0.6,1,2,2,4,1,0,0,0.397959,20,0
0.027397,2,0.103306,1,0.533333,0,0,1,0,0,0,0,0.244898,0,0
0.013699,2,0.070187,2,0.4,0,0,1,4,1,0,0,0.193878,0,0
0.30137,2,0.1131,1,0.533333,0,4,3,0,1,0,0,0.55102,0,0
0.589041,1,0.105906,0,0.8,2,3,3,0,0,0,0,0.295918,0,0
0.39726,4,0.129226,0,0.8,2,3,3,0,0,0,0.323232,0.397959,0,0
0.287671,2,0.059772,7,0.2,1,7,0,0,0,0,0,0.5,4,1
0.260274,2,0.108645,1,0.533333,1,7,2,0,1,0,0,0.438776,0,1
0.383562,2,0.026744,5,0.6,1,4,2,0,1,0,0,0.397959,0,0
0.589041,0,0.2354,0,0.8,2,3,3,0,0,0,0.536961,0.397959,0,0
0.178082,2,0.070413,2,0.4,1,10,2,0,1,0,0,0.397959,0,0
0.068493,2,0.218433,5,0.6,0,9,3,0,0,0,0,0.428571,0,0
0.082192,2,0.092815,5,0.6,0,1,3,0,1,0,0,0.44898,0,0
0.424658,0,0.080328,5,0.6,0,3,3,4,0,0,0,0.234694,0,0
0.39726,2,0.282572,1,0.533333,1,8,1,0,0,0,0,0.142857,0,0
0.356164,2,0.119886,3,0.866667,1,1,2,0,1,0,0,0.44898,0,1
0.109589,2,0.068297,1,0.533333,1,5,1,3,1,0,0,0.397959,0,0
0.452055,2,0.066872,5,0.6,0,3,3,0,1,0,0,0.397959,0,0
0.60274,5,0.098048,1,0.533333,2,4,3,0,1,0,0,0.55102,0,0
0.246575,2,0.125104,0,0.8,0,4,3,0,1,0,0,0.5,0,0
0.657534,4,0.164442,5,0.6,2,1,3,0,0,0,0,0.397959,0,0
0.534247,2,0.053638,1,0.533333,1,5,2,1,1,0,0,0.44898,0,0
0.356164,1,0.096779,0,0.8,1,7,0,1,0,0,0,0.806122,34,0
0.520548,2,0.048862,1,0.533333,1,5,2,0,1,0,0,0.5,0,0
0.068493,2,0.145367,5,0.6,0,0,1,0,0,0,0,0.397959,0,0
0.315068,2,0.160363,5,0.6,2,7,1,0,1,0,0,0.316327,0,0
0.246575,2,0.028546,1,0.533333,1,6,2,0,1,0,0.383838,0.5,0,0
0.041096,2,0.0568,4,0.266667,1,7,2,0,1,0,0,0.397959,0,0
0.39726,4,0.246798,15,0.466667,1,8,2,0,1,0,0,0.346939,0,1
0.356164,2,0.157487,1,0.533333,4,5,5,0,1,0,0,0.397959,20,0
0.30137,2,0.213293,2,0.4,1,8,2,4,1,0.02635,0,0.367347,0,0
0.232877,2,0.044136,1,0.533333,0,1,5,0,0,0,0,0.193878,2,0
0.246575,2,0.014338,1,0.533333,2,8,3,0,0,0,0,0.346939,0,0
0.178082,2,0.294802,1,0.533333,0,0,5,0,1,0,0,0.408163,0,0
0.109589,2,0.094759,1,0.533333,0,7,3,4,1,0,0,0.27551,0,0
0.369863,2,0.076864,3,0.866667,1,1,2,0,1,0,0,0.346939,0,1
0.246575,2,0.082599,1,0.533333,2,0,5,0,0,0,0,0.397959,0,0
0.328767,2,0.096997,1,0.533333,1,2,2,0,1,0,0,0.397959,0,0
0.356164,3,0.129957,0,0.8,1,0,2,0,1,0.072981,0,0.397959,0,1
0.205479,2,0.149741,5,0.6,0,0,3,0,0,0,0,0.397959,0,0
0.452055,2,0.199015,7,0.2,1,10,2,0,1,0,0,0.397959,0,0
0.041096,2,0.07385,5,0.6,0,0,1,0,0,0,0,0.142857,0,0
0.164384,2,0.126806,1,0.533333,1,0,0,0,0,0,0,0.193878,0,0
0.287671,2,0.10517,10,0.933333,1,3,2,0,1,1,0,0.704082,0,1
0.041096,2,0.017989,12,0.333333,0,2,5,0,1,0,0,0.5,0,0
0.328767,2,0.163998,1,0.533333,0,4,5,4,0,0,0,0.397959,0,0
0.136986,2,0.079992,5,0.6,0,1,3,0,0,0,0,0.653061,0,0
0.273973,2,0.130087,4,0.266667,1,10,2,0,1,0,0,0.397959,0,0
0.191781,2,0.09792,12,0.333333,2,8,3,0,1,0,0,0.397959,0,0
0.438356,2,0.040782,5,0.6,2,0,3,1,0,0,0,0.397959,0,0
0.219178,4,0.048482,0,0.8,0,3,3,4,0,0,0,0.5,0,0
0.191781,2,0.222217,1,0.533333,1,10,2,0,1,0,0.424242,0.397959,0,1
0.027397,2,0.05409,5,0.6,0,8,4,0,0,0,0,0.346939,0,0
0.369863,2,0.059031,7,0.2,1,7,2,0,1,0,0,0.397959,0,0
0.191781,5,0.301347,5,0.6,0,1,3,0,1,0,0,0.653061,0,1
0.616438,2,0.122404,1,0.533333,6,6,5,0,0,0,0,0.397959,0,0
0.657534,1,0.067371,5,0.6,1,1,2,0,1,0,0.499082,0.091837,0,1
0,2,0.141837,4,0.266667,1,8,2,0,1,0,0,0.397959,0,0
0.589041,2,0.049665,1,0.533333,1,5,2,0,1,0,0,0.438776,0,1
0.191781,2,0.124856,2,0.4,1,10,2,0,1,0,0,0.397959,0,0
0.164384,2,0.172066,5,0.6,0,8,5,4,0,0,0,0.397959,0,0
0.493151,2,0.112361,1,0.533333,1,7,2,0,1,0,0,0.397959,0,1
0.369863,2,0.131441,5,0.6,1,4,2,0,1,0,0,0.397959,0,1
0.356164,2,0.068134,2,0.4,1,4,2,0,1,0,0,0.602041,0,0
0.315068,3,0.112271,5,0.6,1,10,2,0,1,0,0.362489,0.397959,0,0
0.013699,2,0.116156,2,0.4,0,4,1,4,0,0,0,0.091837,0,0
0.410959,2,0.070628,1,0.533333,2,10,5,0,0,0,0,0.428571,0,0
0.287671,3,0.074848,0,0.8,1,3,2,0,1,0.04064,0,0.397959,0,0
0.273973,2,0.137959,6,0.733333,1,8,0,0,0,0,0,0.244898,0,0
0.315068,2,0.202263,5,0.6,4,4,3,2,0,0,0,0.397959,0,0
0.547945,5,0.033686,1,0.533333,1,3,2,4,1,0,0,0.602041,0,1
0.356164,2,0.031799,1,0.533333,4,8,3,0,0,0.04101,0,0.397959,0,0
0.205479,2,0.14597,0,0.8,1,3,2,3,1,0,0,0.397959,26,0
0.643836,2,0.15428,5,0.6,1,4,2,0,1,0,0,0.397959,0,0
0.013699,2,0.072372,15,0.466667,0,4,1,0,0,0,0,0.193878,0,0
0.315068,1,0.05633,0,0.8,0,1,3,0,1,0,0,0.5,0,0
0.082192,2,0.137943,1,0.533333,0,7,3,0,1,0,0,0.397959,0,0
0.383562,2,0.10752,9,0.666667,2,0,5,4,0,0,0,0.397959,0,0
0.383562,1,0.053489,3,0.866667,2,3,3,0,0,0,0,0.142857,0,0
0.136986,2,0.208062,12,0.333333,0,8,3,0,1,0,0,0.602041,20,0
0.082192,2,0.100592,5,0.6,3,2,5,0,1,0,0,0.397959,0,0
0.561644,1,0.138913,1,0.533333,1,6,2,1,1,0,0,0.295918,0,0
0.246575,2,0.201478,1,0.533333,2,9,5,0,0,0,0,0.755102,0,0
0.410959,2,0.012602,3,0.866667,2,3,3,0,1,0,0,0.397959,0,1
0.219178,2,0.059103,1,0.533333,1,1,2,0,1,0,0,0.5,0,0
0.136986,2,0.119729,0,0.8,4,3,3,1,1,0,0,0.397959,15,1
0.39726,2,0.04807,6,0.733333,1,7,2,0,1,0,0,0.397959,0,1
0.09589,2,0.265943,5,0.6,1,10,2,0,1,0,0,0.561224,0,0
0.315068,2,0.151792,5,0.6,1,10,2,0,1,0,0,0.438776,0,1
0.369863,2,0.121981,1,0.533333,0,8,1,0,0,0,0,0.234694,0,0
0.191781,4,0.092976,0,0.8,1,11,2,0,1,0,0,0.979592,0,1
0.273973,2,0.095505,9,0.666667,1,0,2,0,1,0.076881,0,0.397959,0,1
0.082192,2,0.287499,9,0.666667,4,1,1,0,0,0,0,0.397959,0,0
0.178082,5,0.065876,0,0.8,1,4,2,0,1,0,0,0.520408,0,1
0.191781,2,0.160208,5,0.6,1,8,2,4,1,0,0,0.346939,0,0
0.205479,2,0.13367,5,0.6,1,1,2,0,1,0.03464,0,0.397959,0,0
0.136986,2,0.116376,1,0.533333,0,5,1,0,1,0,0,0.397959,0,0
0.246575,4,0.064484,1,0.533333,0,0,5,2,1,0,0,0.55102,0,0
0.136986,2,0.110771,0,0.8,0,1,3,0,1,0,0.43067,0.397959,0,0
0.219178,1,0.017616,1,0.533333,0,6,1,0,1,0,0,0.704082,0,0
0.232877,2,0.147097,8,1,1,3,2,0,1,0,0,0.44898,0,1
0.164384,2,0.128969,5,0.6,1,10,2,0,1,0,0,0.5,0,0
0.123288,4,0.28036,3,0.866667,0,3,3,0,0,0.02174,0,0.397959,0,0
0.30137,1,0.095287,1,0.533333,0,10,1,0,1,0,0,0.397959,0,0
0.273973,5,0.018204,5,0.6,1,1,2,0,1,0.03103,0,0.5,0,1
0.465753,2,0.13041,5,0.6,2,1,3,0,0,0,0,0.5,0,1
0.315068,2,0.070508,5,0.6,4,10,5,0,1,0.04934,0,0.469388,0,1
0.493151,2,0.189046,7,0.2,1,10,2,1,1,0,0,0.397959,19,0
0.561644,3,0.047329,5,0.6,1,9,2,1,1,0,0.340909,0.397959,0,1
0.164384,2,0.083268,0,0.8,1,9,2,0,1,0,0,0.397959,0,1
0.219178,2,0.299262,1,0.533333,1,7,2,3,1,0,0,0.397959,20,0
0.547945,2,0.15818,3,0.866667,1,1,2,0,1,0,0,0.602041,0,1
0.712329,0,0.014978,1,0.533333,1,11,2,0,1,0,0,0.397959,0,0
0.041096,2,0.117134,5,0.6,0,0,1,0,0,0,0,0.112245,0,0
0.534247,2,0.257994,1,0.533333,6,4,5,0,0,0,0,0.244898,20,0
0.438356,2,0.105983,11,0.133333,1,10,2,0,1,0,0,0.397959,0,0
0.232877,2,0.201864,1,0.533333,1,7,2,0,1,0,0,0.397959,0,0
0.726027,2,0.0441,1,0.533333,1,10,2,0,1,0,0,0.367347,0,0
0.369863,2,0.13624,0,0.8,2,1,5,0,0,0,0,0.44898,0,0
0.273973,2,0.237434,0,0.8,0,3,3,0,1,0.105201,0,0.397959,0,1
0.561644,4,0.153213,0,0.8,1,3,2,0,1,0,0,0.581633,0,0
0.342466,1,0.054885,5,0.6,1,3,1,0,0,0,0,0.244898,0,0
0.328767,2,0.144597,1,0.533333,1,4,2,0,1,0,0,0.397959,0,0
0.150685,2,0.026167,1,0.533333,0,0,3,0,0,0,0,0.397959,0,0
0.410959,4,0.075655,3,0.866667,1,3,2,0,1,0.076881,0,0.602041,0,1
0.09589,2,0.161004,1,0.533333,1,7,0,0,0,0,0,0.397959,0,0
0.561644,1,0.14264,1,0.533333,1,8,2,0,1,0.076881,0,0.55102,0,1
0.013699,2,0.196599,1,0.533333,0,0,1,0,0,0,0,0.244898,0,0
0.452055,2,0.124294,5,0.6,1,1,2,0,1,0,0,0.5,0,1
0.712329,2,0.359579,5,0.6,6,0,3,0,0,0.0205,0,0.234694,0,0
0.917808,2,0.155377,3,0.866667,0,3,3,0,1,0,0,0.663265,0,0
0.410959,2,0.079616,0,0.8,1,1,2,0,1,0,0,0.602041,0,1
0.027397,2,0.245838,15,0.466667,0,2,1,0,1,0,0,0.193878,0,0
0.09589,2,0.251193,5,0.6,0,3,3,4,1,0,0,0.397959,0,0
0.493151,2,0.012335,1,0.533333,2,7,3,0,1,0,0,0.5,0,0
0.561644,2,0.025542,5,0.6,1,4,2,0,1,0,0,0.44898,0,0
0.068493,2,0.125713,5,0.6,0,2,4,0,1,0,0,0.234694,20,0
0.260274,1,0.067693,5,0.6,1,1,2,0,1,0,0,0.520408,0,0
0.232877,2,0.22288,15,0.466667,0,0,5,0,0,0,0,0.397959,0,0
0.356164,2,0.117755,14,0.066667,6,3,5,0,0,0,0,0.204082,20,0
0.273973,2,0.134921,1,0.533333,1,2,2,0,1,0,0,0.234694,0,0
0.356164,2,0.229809,10,0.933333,4,9,3,0,1,0,0,0.5,29,1
0.342466,2,0.121065,5,0.6,1,9,0,0,0,0,0,0.397959,0,1
0.054795,2,0.039375,5,0.6,0,8,1,0,1,0,0,0.295918,0,0
0.438356,1,0.113258,1,0.533333,1,4,2,0,1,0,0,0.602041,9,0
0.246575,2,0.156076,1,0.533333,1,8,4,4,1,0,0,0.397959,0,0
0.438356,1,0.071548,5,0.6,6,10,5,0,0,0,0,0.295918,0,0
0.150685,2,0.047708,5,0.6,0,8,3,4,1,0,0,0.397959,0,0
0.465753,2,0.122987,14,0.066667,1,10,2,0,1,0,0,0.397959,20,0
0.027397,2,0.211434,7,0.2,0,8,3,0,1,0,0,0.602041,0,1
0.534247,2,0.243666,4,0.266667,1,8,2,0,1,0,0,0.397959,0,0
0.041096,2,0.018773,1,0.533333,0,8,3,0,1,0,0,0.071429,0,0
0.068493,2,0.035321,5,0.6,0,0,1,0,0,0,0,0.367347,0,0
0.219178,2,0.126577,1,0.533333,1,7,2,0,1,1,0,0.561224,0,1
0.068493,2,0.134391,5,0.6,0,10,3,0,1,0,0,0.5,0,0
0.69863,2,0.089548,5,0.6,2,13,4,0,0,0,0,0.295918,0,0
0.534247,4,0.097372,0,0.8,2,1,5,0,0,0,0,0.397959,0,0
0.712329,1,0.064698,4,0.266667,1,0,2,0,1,0,0,0.397959,0,0
0.328767,2,0.102534,0,0.8,0,9,3,0,1,0,0,0.397959,0,0
0.219178,2,0.14197,1,0.533333,0,7,5,4,0,0,0,0.397959,0,0
0.013699,2,0.293759,2,0.4,0,4,1,0,0,0,0,0.071429,20,0
0,2,0.096517,2,0.4,0,8,1,4,1,0,0,0.153061,28,0
0.191781,2,0.073611,2,0.4,2,2,4,4,1,0,0.395087,0.397959,0,0
0.452055,2,0.100084,5,0.6,1,9,2,0,1,0,0,0.602041,0,1
0.616438,2,0.189123,12,0.333333,6,2,3,0,0,0,0,0.397959,0,0
0.328767,2,0.025379,1,0.533333,2,0,5,0,0,0,0,0.520408,0,0
0.041096,3,0.091731,1,0.533333,0,8,3,0,0,0,0,0.397959,0,0
0.082192,2,0.146465,6,0.733333,0,4,1,0,1,0,0,0.295918,0,0
0.013699,2,0.278955,1,0.533333,0,8,3,0,1,0,0,0.193878,0,0
0.342466,2,0.294519,4,0.266667,1,10,2,0,1,0,0,0.397959,20,0
0.082192,2,0.148422,0,0.8,0,3,3,0,1,0,0,0.397959,0,0
0.356164,2,0.024855,1,0.533333,2,0,4,0,0,0,0,0.397959,0,0
0.410959,2,0.105887,1,0.533333,1,4,2,0,1,0,0,0.55102,0,0
0.493151,4,0.119775,11,0.133333,1,8,2,0,1,0,0,0.397959,20,0
0.150685,2,0.084074,12,0.333333,0,2,3,0,1,0,0,0.397959,0,0
0.150685,0,0.073014,5,0.6,1,11,2,0,1,0,0,0.397959,0,0
0.369863,2,0.220201,5,0.6,1,3,2,0,1,0,0,0.44898,0,0
0.561644,2,0.118652,1,0.533333,1,7,2,0,1,0,0,0.397959,0,0
0.123288,2,0.135254,1,0.533333,0,7,5,0,0,0,0,0.397959,0,0
0.260274,1,0.181935,5,0.6,1,6,2,0,1,0.03456,0,0.071429,0,0
0.136986,2,0.066362,1,0.533333,2,8,3,0,0,0,0,0.397959,0,0
0.30137,2,0.186431,8,1,1,1,2,0,1,0,0,0.44898,0,1
0.109589,2,0.061243,0,0.8,1,1,2,0,1,0,0,0.397959,0,0
0,2,0.186682,2,0.4,0,8,1,0,0,0,0,0.142857,0,0
0.30137,2,0.126195,0,0.8,2,1,3,0,1,0,0,0.5,0,0
0.479452,2,0.072551,1,0.533333,1,7,2,0,1,0,0,0.397959,0,0
0.09589,2,0.110142,0,0.8,0,4,3,0,0,0,0,0.5,0,0
0.123288,1,0.182959,9,0.666667,1,6,2,0,1,0,0,0.55102,0,0
0.205479,2,0.094245,1,0.533333,1,2,2,0,1,0,0,0.397959,0,1
0.438356,4,0.118345,3,0.866667,1,11,2,0,1,0,0,0.397959,0,1
0.315068,2,0.126436,2,0.4,1,6,2,0,1,0,0,0.397959,0,0
0.479452,2,0.126715,10,0.933333,2,1,3,0,1,0,0.587466,0.602041,0,1
0.219178,2,0.111671,1,0.533333,0,0,3,0,1,0,0,0.397959,0,0
0.027397,2,0.103928,1,0.533333,1,7,4,0,1,0,0,0.193878,0,0
0.273973,2,0.136322,9,0.666667,1,3,2,0,1,0,0,0.397959,8,0
0.054795,0,0.017635,5,0.6,0,9,1,0,0,0,0,0.193878,0,0
0.219178,2,0.077068,5,0.6,0,0,3,0,1,0,0,0.357143,0,0
0.150685,2,0.092609,6,0.733333,2,3,3,0,0,0,0,0.397959,0,0
0.424658,2,0.177361,1,0.533333,1,10,2,0,1,0,0.362489,0.397959,0,0
0.356164,2,0.133337,0,0.8,4,9,3,0,1,0,0,0.397959,0,0
0.205479,2,0.122438,1,0.533333,1,7,2,0,1,0,0,0.397959,0,0
0.150685,2,0.116543,1,0.533333,0,8,1,0,1,0,0,0.295918,0,0
0.410959,1,0.15712,0,0.8,1,3,2,1,1,0,0,0.397959,10,0
0.273973,2,0.121887,0,0.8,1,0,2,0,1,0,0,0.5,0,1
0.123288,2,0.169105,5,0.6,4,4,4,4,1,0,0,0.295918,0,0
0.520548,2,0.077919,1,0.533333,1,8,2,0,1,0,0,0.602041,0,0
0.315068,2,0.126074,6,0.733333,2,4,5,0,0,0,0,0.397959,0,0
0.191781,2,0.139345,0,0.8,1,1,2,0,1,0,0,0.397959,0,1
0.30137,2,0.050438,1,0.533333,1,8,2,0,1,0,0,0.397959,0,1
0.506849,5,0.058248,5,0.6,1,4,2,0,1,0,0,0.540816,0,1
0.287671,2,0.138297,5,0.6,1,4,2,1,1,0,0,0.397959,15,0
0.493151,1,0.122721,1,0.533333,1,6,2,0,1,0,0,0.857143,0,0
0.136986,1,0.218584,6,0.733333,0,3,3,0,0,0,0,0.785714,0,0
0.342466,2,0.084691,0,0.8,1,1,2,0,1,0,0,0.397959,0,1
0.616438,2,0.07099,5,0.6,2,0,3,0,0,0,0,0.397959,0,0
0.410959,2,0.1201,2,0.4,1,0,2,0,1,0,0.340909,0.581633,0,0
0.123288,2,0.052541,0,0.8,0,1,3,0,0,0,0,0.5,0,0
0.575342,2,0.059061,5,0.6,2,8,3,0,1,0,0,0.397959,0,0
0.342466,2,0.030776,1,0.533333,2,3,3,0,0,0,0,0.44898,0,0
0.109589,2,0.12696,0,0.8,1,3,2,0,1,0,0,0.44898,0,1
0.561644,2,0.086985,1,0.533333,2,4,3,0,1,0,0,0.357143,0,0
0.178082,2,0.201388,5,0.6,0,4,3,0,0,0,0,0.602041,0,0
0.054795,2,0.17871,5,0.6,0,10,1,0,0,0,0,0.397959,0,0
0.60274,2,0.136534,1,0.533333,1,11,2,0,1,0,0,0.397959,0,0
0.219178,2,0.098791,6,0.733333,1,2,2,0,1,0,0,0.397959,0,0
0.465753,2,0.115476,3,0.866667,1,9,2,0,1,0,0,0.397959,0,1
0.726027,2,0.141471,5,0.6,6,1,3,0,0,0,0,0.112245,0,0
0.164384,1,0.120252,5,0.6,2,10,3,0,1,0.02202,0,0.5,0,0
0.39726,2,0.07592,3,0.866667,6,3,3,0,0,0,0,0.438776,0,0
0.246575,3,0.005558,5,0.6,2,1,5,1,0,0,0,0.397959,15,0
0.191781,2,0.0964,1,0.533333,1,10,2,0,1,0,0,0.428571,0,1
0.273973,2,0.062998,5,0.6,1,1,2,0,1,0,0,0.418367,0,1
0.356164,2,0.016045,5,0.6,1,4,2,0,1,0,0,0.428571,0,1
0.082192,2,0.120155,1,0.533333,0,4,3,0,1,0,0,0.397959,0,0
0.328767,2,0.070773,1,0.533333,2,10,3,0,1,0.135501,0,0.438776,0,1
0.342466,4,0.005036,0,0.8,1,3,0,0,0,0,0,0.5,0,1
0.123288,2,0.024744,12,0.333333,0,0,3,0,0,0.02907,0,0.397959,0,0
0.383562,2,0.063724,5,0.6,1,1,2,0,1,0,0,0.397959,0,1
0.109589,2,0.165699,6,0.733333,1,4,2,0,1,0,0,0.397959,0,0
0.287671,2,0.073205,0,0.8,1,7,2,0,1,0,0,0.5,0,1
0.150685,2,0.07514,1,0.533333,0,1,3,0,0,0,0,0.5,0,0
0.69863,1,0.071052,9,0.666667,1,3,2,0,1,0,0.493343,0.397959,0,0
0.342466,4,0.142834,1,0.533333,1,10,2,0,1,0,0,0.397959,0,1
0.246575,2,0.064531,3,0.866667,1,4,2,0,1,0,0,0.397959,7,0
0.260274,2,0.097876,5,0.6,2,0,5,0,0,0,0,0.397959,0,0
0.219178,2,0.027905,1,0.533333,1,10,2,0,1,0,0,0.346939,0,0
0.068493,2,0.03167,5,0.6,0,0,3,0,0,0,0,0.295918,0,0
0.383562,4,0.105183,0,0.8,1,11,2,0,1,0,0,0.5,0,1
0.09589,2,0.184405,5,0.6,0,8,3,0,0,0,0,0.397959,0,0
0.260274,4,0.033613,1,0.533333,1,3,2,0,1,0.150242,0,0.397959,0,1
0.328767,2,0.014279,1,0.533333,0,0,3,0,0,0,0,0.397959,0,0
0.123288,1,0.129226,5,0.6,0,3,1,0,0,0,0,0.346939,0,0
0.109589,1,0.032968,5,0.6,0,6,1,0,0,0,0,0.5,0,0
0.493151,0,0.095897,5,0.6,1,6,2,0,1,0,0,0.5,0,0
0.150685,4,0.105439,6,0.733333,6,3,5,0,1,0,0,0.397959,0,0
0.178082,4,0.243616,3,0.866667,0,3,3,0,0,0,0,0.397959,0,0
0.287671,1,0.126718,2,0.4,1,10,2,0,1,0,0,0.397959,0,0
0.273973,4,0.110457,5,0.6,2,11,5,0,1,0,0,0.479592,5,0
0.178082,2,0.11109,3,0.866667,1,3,2,0,1,0,0,0.377551,0,0
0.191781,2,0.141539,5,0.6,2,10,3,0,1,0,0,0.806122,0,0
0.260274,2,0.100345,1,0.533333,1,10,2,0,1,0.03908,0,0.55102,0,0
0.575342,1,0.071035,1,0.533333,1,1,2,0,1,0,0,0.602041,9,0
0.219178,1,0.083164,1,0.533333,1,10,2,0,1,0,0,0.346939,0,0
0.164384,2,0.047108,1,0.533333,1,4,2,0,1,0,0.433196,0.55102,0,1
0.438356,0,0.074634,5,0.6,1,7,2,0,1,0,0,0.397959,0,1
0.452055,3,0.038935,12,0.333333,4,10,3,0,1,0,0,0.561224,0,0
0.219178,2,0.0678,0,0.8,1,1,2,0,1,0,0.436639,0.44898,0,1
0.150685,2,0.19501,7,0.2,1,2,2,0,1,0,0,0.397959,20,0
0.09589,2,0.068302,5,0.6,0,9,3,0,0,0,0,0.153061,0,0
0.205479,1,0.014352,5,0.6,1,10,2,0,1,0,0,0.5,0,0
0.410959,3,0.144167,1,0.533333,1,5,2,4,1,0,0,0.397959,0,1
0.09589,2,0.234134,5,0.6,0,1,1,0,1,0,0,0.397959,0,0
0.273973,4,0.026401,5,0.6,1,9,0,0,0,0.072981,0,0.357143,0,1
0.465753,2,0.118185,0,0.8,1,4,2,0,1,0,0,0.397959,0,1
0.479452,2,0.078418,1,0.533333,1,5,2,0,1,0,0,0.5,0,0
0.068493,2,0.189553,5,0.6,0,0,3,0,0,0,0,0.397959,0,0
0.150685,2,0.085417,6,0.733333,0,8,3,3,1,0,0,0.397959,0,0
0.410959,1,0.110191,5,0.6,1,10,2,0,1,0,0,0.397959,0,0
0.356164,2,0.128054,1,0.533333,1,10,2,0,1,0,0,0.397959,0,0
